env	gen	block	dbh	pil
S4	C083	102	18	15.5
S4	C083	103	17.7	17
S4	C083	104	17.4	15
S4	C083	105	15.6	17
S4	C083	106	NA	NA
S4	C083	107	13.8	19.5
S4	C083	108	14.7	20
S4	C083	109	14.5	20.5
S4	C083	110	14.1	18
S4	C083	111	17.4	15
S4	C083	112	15.8	17
S4	C083	113	16.8	19
S4	C083	114	15.4	16.5
S4	C083	115	15.8	17.5
S4	C083	116	13.2	19.5
S4	C083	117	16.1	19
S4	C083	118	16	19.5
S4	C083	119	17.3	18
S4	C083	120	14.9	19
S4	C084	91	12.48	17.5
S4	C084	92	11.68	17
S4	C084	93	8.28	19.5
S4	C084	94	13.75	18.5
S4	C084	95	NA	NA
S4	C084	96	13.81	15
S4	C084	97	10.98	17
S4	C084	98	13.05	16
S4	C084	99	NA	NA
S4	C084	100	NA	NA
S4	C084	101	12.29	16.5
S4	C084	102	10.35	16
S4	C084	103	12.19	16
S4	C084	104	NA	NA
S4	C084	105	12.1	16
S4	C084	106	12.57	16
S4	C084	107	11.87	17.5
S4	C084	108	13.43	16.5
S4	C084	109	10.92	17
S4	C084	110	8.66	17
S4	C084	111	14.55	15
S4	C084	112	9.29	14.5
S4	C084	113	NA	NA
S4	C084	114	15.92	17.5
S4	C084	115	14.83	15.5
S4	C084	116	NA	NA
S4	C084	117	12.1	14.5
S4	C084	118	13.81	19.5
S4	C084	119	10.98	19
S4	C084	120	13.15	19
S4	C085	91	12.5	17
S4	C085	92	12.2	17.5
S4	C085	93	7.8	17
S4	C085	94	13.2	18
S4	C085	95	12.5	17
S4	C085	96	13.9	15.5
S4	C085	97	11.4	18.5
S4	C085	98	11.6	NA
S4	C085	99	13.2	17
S4	C085	100	12	16
S4	C085	101	14.4	16
S4	C085	102	7.7	16
S4	C085	103	NA	NA
S4	C085	104	12.4	15
S4	C085	105	11.1	15.5
S4	C085	106	13.1	15
S4	C085	107	11.8	NA
S4	C085	108	9.5	18
S4	C085	109	NA	NA
S4	C085	110	10.9	18
S4	C085	111	10.4	19.5
S4	C085	112	12.8	16.5
S4	C085	113	12.8	19.5
S4	C085	114	9.6	19.5
S4	C085	115	10.2	20
S4	C085	116	11.8	17
S4	C085	117	13.1	18.5
S4	C085	118	12.8	18
S4	C085	119	9.4	20.5
S4	C085	120	NA	NA
S4	C086	91	17.76	15.5
S4	C086	92	13.75	16
S4	C086	93	16.71	19
S4	C086	94	14.48	17
S4	C086	95	15.66	17
S4	C086	96	NA	NA
S4	C086	97	16.55	16
S4	C086	98	17.98	16
S4	C086	99	17.03	14.5
S4	C086	100	NA	NA
S4	C086	101	17.86	15.5
S4	C086	102	14.04	NA
S4	C086	103	NA	NA
S4	C086	104	15.72	16.5
S4	C086	105	12.29	16
S4	C086	106	18.14	17.5
S4	C086	107	17.28	14
S4	C086	108	13.05	17
S4	C086	109	16.33	17
S4	C086	110	12.19	18
S4	C086	111	18.78	15
S4	C086	112	12.29	20
S4	C086	113	12.8	21
S4	C086	114	8.44	19
S4	C086	115	16.62	21
S4	C086	116	17.06	21.5
S4	C086	117	11.3	21
S4	C086	118	18.05	17.5
S4	C086	119	8.66	15.5
S4	C086	120	15.28	21.5
S4	C087	91	15.8	18
S4	C087	92	16	18.5
S4	C087	93	11	19
S4	C087	94	NA	NA
S4	C087	95	13.5	19.5
S4	C087	96	16.9	16
S4	C087	97	15.5	18
S4	C087	98	15.7	16.5
S4	C087	99	16.2	19.5
S4	C087	100	16.2	16.5
S4	C087	101	NA	NA
S4	C087	102	14.9	17.5
S4	C087	103	16.7	17
S4	C087	104	17.7	17.5
S4	C087	105	17.3	16.5
S4	C087	106	18	15.5
S4	C087	107	18.4	19.5
S4	C087	108	15.9	18.5
S4	C087	109	15.9	13.5
S4	C087	110	14.5	18
S4	C087	111	14.8	21.5
S4	C087	112	NA	NA
S4	C087	113	18.6	18.5
S4	C087	114	11.5	20.5
S4	C087	115	17.4	17
S4	C087	116	16.9	19
S4	C087	117	13.8	20
S4	C087	118	17.4	18
S4	C087	119	16.9	18
S4	C087	120	17.4	19.5
S4	C088	91	8.91	18.5
S4	C088	92	16.04	17.5
S4	C088	93	12.64	NA
S4	C088	94	9.55	23
S4	C088	95	9.07	19.5
S4	C088	96	NA	NA
S4	C088	97	NA	NA
S4	C088	98	11.87	20
S4	C088	99	14.58	16
S4	C088	100	7.38	21.5
S4	C088	101	NA	NA
S4	C088	102	12.73	19
S4	C088	103	NA	NA
S4	C088	104	NA	NA
S4	C088	105	NA	NA
S4	C088	106	8.44	20
S4	C088	107	NA	NA
S4	C088	108	NA	NA
S4	C088	109	NA	NA
S4	C088	110	18.14	14.5
S4	C088	111	7.64	18
S4	C088	112	16.87	15.5
S4	C088	113	14.2	16.5
S4	C088	114	12.73	24
S4	C088	115	NA	NA
S4	C088	116	16.55	21
S4	C088	117	11.97	24
S4	C088	118	3.21	18.5
S4	C088	119	18.46	21.5
S4	C088	120	NA	NA
S4	C089	91	14.8	26
S4	C089	92	11	NA
S4	C089	93	NA	NA
S4	C089	94	11.5	21.5
S4	C089	95	17.1	22
S4	C089	96	18.1	20.5
S4	C089	97	13.7	NA
S4	C089	98	12.8	22
S4	C089	99	13.6	NA
S4	C089	100	NA	NA
S4	C089	101	10.5	19.5
S4	C089	102	12.1	NA
S4	C089	103	12.2	NA
S4	C089	104	12.3	21
S4	C089	105	NA	NA
S4	C089	106	17.7	17
S4	C089	107	16.9	18
S4	C089	108	13.5	23.5
S4	C089	109	15.1	NA
S4	C089	110	NA	NA
S4	C089	111	10.3	27
S4	C089	112	14.9	23.5
S4	C089	113	14.1	NA
S4	C089	114	13.1	NA
S4	C089	115	14.5	25
S4	C089	116	NA	NA
S4	C089	117	6.9	24
S4	C089	118	12.9	21.5
S4	C089	119	8.4	21.5
S4	C089	120	12.7	25.5
S4	C090	91	16.8	26
S4	C090	92	16.1	27.5
S4	C090	93	15.8	24.5
S4	C090	94	15.8	22
S4	C090	95	14.6	25.5
S4	C090	96	14.5	22.5
S4	C090	97	14.9	24.5
S4	C090	98	13.2	25.5
S4	C090	99	14.1	23
S4	C090	100	NA	NA
S4	C090	101	13.1	24
S4	C090	102	14.9	24.5
S4	C090	103	15.6	22.5
S4	C090	104	15.9	23.5
S4	C090	105	14	25.5
S4	C090	106	16.9	23.5
S4	C090	107	13.5	27
S4	C090	108	14.7	27.5
S4	C090	109	13.8	23.5
S4	C090	110	14.4	21.5
S4	C090	111	17.1	24
S4	C090	112	13.6	25
S4	C090	113	14.6	23
S4	C090	114	15.7	24.5
S4	C090	115	15.3	24
S4	C090	116	14.2	25
S4	C090	117	11.2	22
S4	C090	118	5.7	NA
S4	C090	119	15.6	24
S4	C090	120	NA	NA
S4	C091	91	12.8	15
S4	C091	92	NA	NA
S4	C091	93	16.2	11.5
S4	C091	94	15.1	14.5
S4	C091	95	12.6	14.5
S4	C091	96	8.7	16.5
S4	C091	97	14	12
S4	C091	98	NA	NA
S4	C091	99	8.5	14
S4	C091	100	11.3	NA
S4	C091	101	12.5	12.5
S4	C091	102	NA	NA
S4	C091	103	NA	NA
S4	C091	104	NA	NA
S4	C091	105	13.7	13
S4	C091	106	NA	NA
S4	C091	107	11.8	13
S4	C091	108	9.7	14
S4	C091	109	9	13
S4	C091	110	7.8	15
S4	C091	111	14.5	13
S4	C091	112	8.1	14.5
S4	C091	113	12.8	13.5
S4	C091	114	NA	NA
S4	C091	115	10.8	17.5
S4	C091	116	13	15
S4	C091	117	13.8	15.5
S4	C091	118	8.7	16
S4	C091	119	11.5	16.5
S4	C091	120	17.5	13.5
S4	C092	91	16.74	18
S4	C092	92	14.87	18
S4	C092	93	14.32	19
S4	C092	94	14.51	14.5
S4	C092	95	14.64	17
S4	C092	96	14.99	18.5
S4	C092	97	NA	NA
S4	C092	98	17.51	15
S4	C092	99	17.35	14.5
S4	C092	100	18.37	15
S4	C092	101	NA	NA
S4	C092	102	13.5	18
S4	C092	103	14.9	17
S4	C092	104	15.44	17
S4	C092	105	NA	NA
S4	C092	106	NA	NA
S4	C092	107	15.12	16.5
S4	C092	108	14.01	16.5
S4	C092	109	18.65	15
S4	C092	110	12.25	16
S4	C092	111	11.14	NA
S4	C092	112	15.02	17
S4	C092	113	NA	NA
S4	C092	114	18.4	17
S4	C092	115	16.65	21
S4	C092	116	14.8	24
S4	C092	117	16.42	20.5
S4	C092	118	15.12	19
S4	C092	119	14.48	20.5
S4	C092	120	15.12	21.5
S4	C093	91	13.9	22.5
S4	C093	92	15.4	22.5
S4	C093	93	15.9	21
S4	C093	94	13.5	25
S4	C093	95	17.8	18.5
S4	C093	96	17.3	20.5
S4	C093	97	15.3	24.5
S4	C093	98	15.7	24.5
S4	C093	99	15.5	24.5
S4	C093	100	14.7	23.5
S4	C093	101	NA	NA
S4	C093	102	15	23.5
S4	C093	103	15.3	20.5
S4	C093	104	16.6	19
S4	C093	105	13.8	23.5
S4	C093	106	17.2	20.5
S4	C093	107	16.5	22
S4	C093	108	17.9	24.5
S4	C093	109	12.6	24.5
S4	C093	110	15.4	24.5
S4	C093	111	14.7	24
S4	C093	112	14.3	21.5
S4	C093	113	16.6	23
S4	C093	114	8.5	21
S4	C093	115	NA	NA
S4	C093	116	14.4	24
S4	C093	117	14.8	25
S4	C093	118	17.1	22.5
S4	C094	91	11.62	21.5
S4	C094	92	15.47	17
S4	C094	93	14.96	16.5
S4	C094	94	NA	NA
S4	C094	95	NA	NA
S4	C094	96	14.96	NA
S4	C094	97	7.51	NA
S4	C094	98	14.39	16
S4	C094	99	18.05	17
S4	C094	100	18.88	13.5
S4	C094	101	15.28	17
S4	C094	102	NA	NA
S4	C094	103	NA	NA
S4	C094	104	NA	NA
S4	C094	105	NA	NA
S4	C094	106	9.99	20.5
S4	C094	107	8.98	20
S4	C094	108	19.1	13
S4	C094	109	3.18	NA
S4	C094	110	16.81	16
S4	C094	111	13.11	17
S4	C094	112	NA	NA
S4	C094	113	13.75	18.5
S4	C094	114	NA	NA
S4	C094	115	NA	NA
S4	C094	116	13.15	NA
S4	C094	117	14.2	19.5
S4	C094	118	NA	NA
S4	C094	119	17.54	15.5
S4	C094	120	NA	NA
S4	C095	91	18.78	16.5
S4	C095	92	NA	NA
S4	C095	93	18.62	16
S4	C095	94	NA	NA
S4	C095	95	15.37	18
S4	C095	96	NA	NA
S4	C095	97	18.14	15
S4	C095	98	NA	NA
S4	C095	99	NA	NA
S4	C095	100	10.7	21
S4	C095	101	19.89	15.5
S4	C095	102	NA	NA
S4	C095	103	NA	NA
S4	C095	104	NA	NA
S4	C095	105	15.82	17.5
S4	C095	106	NA	NA
S4	C095	107	14.96	17.5
S4	C095	108	19.26	16.5
S4	C095	109	NA	NA
S4	C095	110	17.06	18
S4	C095	111	NA	NA
S4	C095	112	NA	NA
S4	C095	113	16.14	19
S4	C095	114	17.51	16
S4	C095	115	19.89	18
S4	C095	116	17.03	20.5
S4	C095	117	18.62	20
S4	C095	118	20.28	19
S4	C095	119	14.96	16
S4	C095	120	17.28	19.5
S4	C096	91	17.06	18.5
S4	C096	92	NA	NA
S4	C096	93	9.99	25
S4	C096	94	NA	NA
S4	C096	95	18.46	18.5
S4	C096	96	17.19	14
S4	C096	97	16.65	20
S4	C096	98	NA	NA
S4	C096	99	NA	NA
S4	C096	100	NA	NA
S4	C096	101	NA	NA
S4	C096	102	18.46	14
S4	C096	103	NA	NA
S4	C096	104	NA	NA
S4	C096	105	17.92	18.5
S4	C096	106	NA	NA
S4	C096	107	NA	NA
S4	C096	108	NA	NA
S4	C096	109	NA	NA
S4	C096	110	NA	NA
S4	C096	111	16.87	15
S4	C096	112	17.73	18.5
S4	C096	113	14.32	22.5
S4	C096	114	NA	NA
S4	C096	115	NA	NA
S4	C096	116	18.27	22.5
S4	C096	117	13.62	19
S4	C096	118	15.92	25
S4	C097	91	13.4	23.5
S4	C097	92	14.2	21
S4	C097	93	13.7	20
S4	C097	94	15.9	NA
S4	C097	95	16.2	NA
S4	C097	96	15.2	NA
S4	C097	97	12.4	NA
S4	C097	98	14.7	NA
S4	C097	99	15.8	22.5
S4	C097	100	13.5	NA
S4	C097	101	NA	NA
S4	C097	102	14.9	22
S4	C097	103	14.9	NA
S4	C097	104	12.1	NA
S4	C097	105	NA	NA
S4	C097	106	13.1	NA
S4	C097	107	15.9	19.5
S4	C097	108	11.7	20.5
S4	C097	109	NA	NA
S4	C097	110	12.6	NA
S4	C097	111	13.8	NA
S4	C097	112	16.6	23.5
S4	C097	113	15.3	21.5
S4	C097	114	16.1	20.5
S4	C097	115	17	19
S4	C097	116	13	NA
S4	C097	117	8.8	26
S4	C097	118	NA	NA
S4	C097	119	16	23
S4	C097	120	NA	NA
S4	C098	91	14.2	18.5
S4	C098	92	7.23	19
S4	C098	93	14.55	18.5
S4	C098	94	9.23	19
S4	C098	95	13.37	16
S4	C098	96	8.94	16
S4	C098	97	10.82	14
S4	C098	98	15.76	17
S4	C098	99	15.09	15
S4	C098	100	16.77	14.5
S4	C098	101	5.44	NA
S4	C098	102	14.39	16.5
S4	C098	103	10.63	20
S4	C098	104	NA	NA
S4	C098	105	NA	NA
S4	C098	106	15.12	16.5
S4	C098	107	NA	NA
S4	C098	108	14.64	14
S4	C098	109	13.78	20
S4	C098	110	15.5	16.5
S4	C098	111	18.3	14.5
S4	C098	112	14.32	18.5
S4	C098	113	NA	NA
S4	C098	114	13.62	21
S4	C098	115	15.28	22
S4	C098	116	15.95	20.5
S4	C098	117	13.05	20.5
S4	C098	118	17.09	19
S4	C098	119	13.37	23.5
S4	C098	120	NA	NA
S4	C099	91	NA	NA
S4	C099	92	17.73	19.5
S4	C099	93	16.49	20.5
S4	C099	94	14.87	21
S4	C099	95	14.64	19
S4	C099	96	16.46	19
S4	C099	97	NA	NA
S4	C099	98	16.23	15
S4	C099	99	18.14	14
S4	C099	100	17.09	19
S4	C099	101	16.42	17
S4	C099	102	18.65	18.5
S4	C099	103	14.2	18
S4	C099	104	18.24	17
S4	C099	105	16.77	19.5
S4	C099	106	9.45	25
S4	C099	107	15.28	18
S4	C099	108	15.15	17.5
S4	C099	109	15.6	18.5
S4	C099	110	NA	NA
S4	C099	111	NA	NA
S4	C099	112	NA	NA
S4	C099	113	16.23	19
S4	C099	114	17.98	23
S4	C099	115	NA	NA
S4	C099	116	NA	NA
S4	C099	117	16.2	27
S4	C099	118	15.92	23
S4	C099	119	16.71	21.5
S4	C099	120	17.32	21
S4	C100	91	14.07	24.5
S4	C100	92	16.93	19.5
S4	C100	93	16.11	20
S4	C100	94	16.14	21
S4	C100	95	16.11	17
S4	C100	96	13.91	20
S4	C100	97	17.51	17
S4	C100	98	13.56	17
S4	C100	99	NA	NA
S4	C100	100	NA	NA
S4	C100	101	NA	NA
S4	C100	102	12.57	17
S4	C100	103	17.44	19.5
S4	C100	104	17.51	15.5
S4	C100	105	NA	NA
S4	C100	106	17.19	18
S4	C100	107	14.8	23
S4	C100	108	17.76	16.5
S4	C100	109	17.92	17.5
S4	C100	110	NA	NA
S4	C100	111	NA	NA
S4	C100	112	15.6	19
S4	C100	113	NA	NA
S4	C100	114	NA	NA
S4	C100	115	17.83	23
S4	C100	116	NA	NA
S4	C100	117	NA	NA
S4	C100	118	16.23	22.5
S4	C100	119	NA	NA
S4	C100	120	15.44	24
S4	C101	91	NA	NA
S4	C101	92	15.3	25.5
S4	C101	93	16.1	25
S4	C101	94	17.6	27
S4	C101	95	NA	NA
S4	C101	96	NA	NA
S4	C101	97	14.7	19.5
S4	C101	98	14.6	26
S4	C101	99	15.8	24
S4	C101	100	20.4	20
S4	C101	101	10	17
S4	C101	102	NA	NA
S4	C101	103	13.9	25
S4	C101	104	13.9	13.5
S4	C101	105	15	21.5
S4	C101	106	19.4	NA
S4	C101	107	13.7	25
S4	C101	108	13.2	26
S4	C101	109	12.2	25
S4	C101	110	15.1	26.5
S4	C101	111	NA	NA
S4	C101	112	14.9	19.5
S4	C101	113	17.1	23
S4	C101	114	11.6	NA
S4	C101	115	16.5	25
S4	C101	116	NA	NA
S4	C101	117	9.6	28
S4	C101	118	17.3	24.5
S4	C101	119	8	NA
S4	C101	120	19.2	20.5
S4	C102	91	10.5	17
S4	C102	92	NA	NA
S4	C102	93	11.8	17
S4	C102	94	NA	NA
S4	C102	95	13.5	14.5
S4	C102	96	16.1	15
S4	C102	97	7.4	17
S4	C102	98	NA	NA
S4	C102	99	14.7	15
S4	C102	100	15.2	15.5
S4	C102	101	14.9	15.5
S4	C102	102	13.1	14.5
S4	C102	103	NA	NA
S4	C102	104	12.3	NA
S4	C102	105	11.9	NA
S4	C102	106	8.3	18
S4	C102	107	NA	NA
S4	C102	108	4.5	NA
S4	C102	109	NA	NA
S4	C102	110	NA	NA
S4	C102	111	13.2	16
S4	C102	112	10.8	18
S4	C102	113	13.2	16.5
S4	C102	114	13.2	16
S4	C102	115	NA	NA
S4	C102	116	11.5	17.5
S4	C102	117	5.7	22
S4	C102	118	8.6	15.5
S4	C102	119	9.1	17
S4	C102	120	NA	NA
S4	C103	91	15.2	19.5
S4	C103	92	NA	NA
S4	C103	93	15	20
S4	C103	94	10.5	20
S4	C103	95	15.3	19
S4	C103	96	15.1	19.5
S4	C103	97	11.6	16
S4	C103	98	16.6	16.5
S4	C103	99	13.5	19
S4	C103	100	16.4	17.5
S4	C103	101	14.2	NA
S4	C103	102	15.7	16.5
S4	C103	103	13.7	19
S4	C103	104	17.9	14.5
S4	C103	105	14.7	20
S4	C103	106	12.7	20.5
S4	C103	107	14.1	21.5
S4	C103	108	14.1	18.5
S4	C103	109	13.8	22
S4	C103	110	15.2	19
S4	C103	111	10.5	21
S4	C103	112	9.6	19.5
S4	C103	113	NA	NA
S4	C103	114	10.2	20.5
S4	C103	115	14.5	20
S4	C103	116	14.3	19
S4	C103	117	15.4	20
S4	C103	118	15.3	20
S4	C103	119	5.5	19
S4	C103	120	16.4	19
S4	C104	91	14.1	21.5
S4	C104	92	8.9	18.5
S4	C104	93	10.1	NA
S4	C104	94	11.1	19.5
S4	C104	95	13.1	20.5
S4	C104	96	NA	NA
S4	C104	97	12.4	20.5
S4	C104	98	11.5	20.5
S4	C104	99	NA	NA
S4	C104	100	8.5	18.5
S4	C104	101	12.6	23
S4	C104	102	6.8	21.5
S4	C104	103	10.6	22
S4	C104	104	11.4	18.5
S4	C104	105	10.4	19
S4	C104	106	9.7	22.5
S4	C104	107	9.6	23.5
S4	C104	108	12.6	21
S4	C104	109	7.8	21
S4	C104	110	NA	NA
S4	C104	111	11.6	21.5
S4	C104	112	9.7	19.5
S4	C104	113	8.5	21
S4	C104	114	NA	NA
S4	C104	115	1	19.5
S4	C104	116	8	22
S4	C104	117	3.4	21
S4	C104	118	8.8	23.5
S4	C104	119	9	22.5
S4	C104	120	9.4	21.5
S4	C105	91	15.79	19.5
S4	C105	92	NA	NA
S4	C105	93	NA	NA
S4	C105	94	11.46	NA
S4	C105	95	15.12	16.5
S4	C105	96	11.78	NA
S4	C105	97	16.77	NA
S4	C105	98	NA	NA
S4	C105	99	17.38	15
S4	C105	100	17.03	15.5
S4	C105	101	15.28	16
S4	C105	102	13.02	17
S4	C105	103	18.14	14
S4	C105	104	16.71	15.5
S4	C105	105	NA	NA
S4	C105	106	16.01	17
S4	C105	107	14.64	15.5
S4	C105	108	17.35	16.5
S4	C105	109	17.83	14
S4	C105	110	3.98	NA
S4	C105	111	NA	NA
S4	C105	112	16.33	16
S4	C105	113	18.21	18
S4	C105	114	20.56	17
S4	C105	115	15.15	20
S4	C105	116	16.77	20
S4	C105	117	NA	NA
S4	C105	118	NA	NA
S4	C105	119	18.3	17
S4	C105	120	16.33	17.5
S4	C106	91	12.9	18
S4	C106	92	13.2	20
S4	C106	93	NA	NA
S4	C106	94	12.3	17
S4	C106	95	13.8	19
S4	C106	96	11.4	20
S4	C106	97	12.4	19.5
S4	C106	98	16.2	20.5
S4	C106	99	13.3	19
S4	C106	100	16.6	18.5
S4	C106	101	12.2	18
S4	C106	102	11.1	18.5
S4	C106	103	14.1	19
S4	C106	104	15.4	19
S4	C106	105	12.3	16.5
S4	C106	106	12.4	16.5
S4	C106	107	12.3	22.5
S4	C106	108	12	22
S4	C106	109	15.7	24
S4	C106	110	12.4	22
S4	C106	111	16.3	20
S4	C106	112	15	20.5
S4	C106	113	11.7	18.5
S4	C106	114	15.9	21
S4	C106	115	14.9	18
S4	C106	116	16.7	20.5
S4	C106	117	13.4	19
S4	C106	118	14.5	21
S4	C106	119	13.7	NA
S4	C106	120	15.5	20
S4	C107	91	NA	NA
S4	C107	92	NA	NA
S4	C107	93	13.21	20.5
S4	C107	94	NA	NA
S4	C107	95	15.82	19
S4	C107	96	13.88	NA
S4	C107	97	16.07	18
S4	C107	98	NA	NA
S4	C107	99	10.98	19
S4	C107	100	16.71	NA
S4	C107	101	NA	NA
S4	C107	102	NA	NA
S4	C107	103	16.65	16.5
S4	C107	104	NA	NA
S4	C107	105	19.61	16
S4	C107	106	NA	NA
S4	C107	107	NA	NA
S4	C107	108	18.24	14.5
S4	C107	109	16.17	19
S4	C107	110	NA	NA
S4	C107	111	17.83	17
S4	C107	112	16.23	18
S4	C107	113	16.46	22
S4	C107	114	14.1	23
S4	C107	115	16.14	21
S4	C107	116	17.25	21.5
S4	C107	117	16.46	20
S4	C107	118	18.14	22
S4	C107	119	9.71	25
S4	C107	120	17.35	20.5
S4	C108	91	16.7	18
S4	C108	92	11.3	17.5
S4	C108	93	14.2	19.5
S4	C108	94	16	17.5
S4	C108	95	16.7	15.5
S4	C108	96	15.3	17.5
S4	C108	97	18.8	16
S4	C108	98	14.6	15.5
S4	C108	99	14.4	19
S4	C108	100	16.9	16
S4	C108	101	10.2	18
S4	C108	102	16.6	14.5
S4	C108	103	15.4	14
S4	C108	104	18.1	14
S4	C108	105	13.6	17
S4	C108	106	17.8	15
S4	C108	107	16.5	16
S4	C108	108	14	16.5
S4	C108	109	13.5	20.5
S4	C108	110	15.2	18
S4	C108	111	13.8	17
S4	C108	112	13.8	19.5
S4	C108	113	14.1	17.5
S4	C108	114	17.6	14.5
S4	C108	115	16	18.5
S4	C108	116	15	17
S4	C108	117	15.4	15
S4	C108	118	18.3	15.5
S4	C108	119	13.6	17.5
S4	C108	120	16.4	15.5
S4	C109	91	18.08	NA
S4	C109	92	15.44	NA
S4	C109	93	14.36	21
S4	C109	94	NA	NA
S4	C109	95	NA	NA
S4	C109	96	16.39	17
S4	C109	97	16.71	15.5
S4	C109	98	19	15.5
S4	C109	99	NA	NA
S4	C109	100	NA	NA
S4	C109	101	17.09	17
S4	C109	102	NA	NA
S4	C109	103	16.23	NA
S4	C109	104	16.71	15.5
S4	C109	105	13.05	17
S4	C109	106	NA	NA
S4	C109	107	NA	NA
S4	C109	108	10.19	17.5
S4	C109	109	NA	NA
S4	C109	110	NA	NA
S4	C109	111	17.51	15
S4	C109	112	17.95	17.5
S4	C109	113	17.83	15.5
S4	C109	114	17.35	22
S4	C109	115	16.42	20.5
S4	C109	116	17.67	18
S4	C109	117	14.04	22
S4	C109	118	10.7	23
S4	C109	119	15.6	21
S4	C109	120	17.6	19
S4	C110	91	15.9	19
S4	C110	92	14.4	22.5
S4	C110	93	NA	NA
S4	C110	94	14.9	20.5
S4	C110	95	NA	NA
S4	C110	96	15.3	20
S4	C110	97	13.4	20
S4	C110	98	10.2	21.5
S4	C110	99	12.4	19.5
S4	C110	100	14	20.5
S4	C110	101	NA	NA
S4	C110	102	15.9	16
S4	C110	103	15.8	16
S4	C110	104	NA	NA
S4	C110	105	13.4	20.5
S4	C110	106	12.3	NA
S4	C110	107	NA	NA
S4	C110	108	15.2	20
S4	C110	109	10.9	25
S4	C110	110	11.3	22
S4	C110	111	13	23.5
S4	C110	112	NA	NA
S4	C110	113	NA	NA
S4	C110	114	12.8	23
S4	C110	115	NA	NA
S4	C110	116	12.5	23
S4	C110	117	16.1	20
S4	C110	118	4.5	25.5
S4	C110	119	10.8	22
S4	C110	120	11.2	23
S4	C111	91	17.9	19
S4	C111	92	16.4	19
S4	C111	93	14.8	18.5
S4	C111	94	14.5	19
S4	C111	95	13.1	20
S4	C111	96	NA	NA
S4	C111	97	NA	NA
S4	C111	98	13.8	21.5
S4	C111	99	15.2	16
S4	C111	100	15.2	16.5
S4	C111	101	10.8	18
S4	C111	102	19.7	18
S4	C111	103	18.5	17.5
S4	C111	104	13.9	NA
S4	C111	105	13.8	18.5
S4	C111	106	14.3	17.5
S4	C111	107	13.9	17.5
S4	C111	108	12.5	NA
S4	C111	109	4.5	20.5
S4	C111	110	13.6	22
S4	C111	111	16.6	20
S4	C111	112	16	18
S4	C111	113	16.2	20
S4	C111	114	16.1	19.5
S4	C111	115	13.5	19
S4	C111	116	15.1	19.5
S4	C111	117	17.5	18.5
S4	C111	118	15.4	18
S4	C111	119	17.4	18.5
S4	C111	120	17.3	18
S4	C112	91	18.2	15.5
S4	C112	92	11.7	19
S4	C112	93	NA	NA
S4	C112	94	17.5	16
S4	C112	95	12.9	17
S4	C112	96	13.7	NA
S4	C112	97	NA	NA
S4	C112	98	18.7	15.5
S4	C112	99	14.8	19
S4	C112	100	12	NA
S4	C112	101	12.3	NA
S4	C112	102	11.2	16.5
S4	C112	103	NA	NA
S4	C112	104	13.5	17
S4	C112	105	NA	NA
S4	C112	106	15.7	16
S4	C112	107	11.3	NA
S4	C112	108	12.3	20.5
S4	C112	109	12.1	NA
S4	C112	110	12.3	18
S4	C112	111	12.3	NA
S4	C112	112	15.4	18.5
S4	C112	113	15.9	20
S4	C112	114	15.4	18
S4	C112	115	13.2	16
S4	C112	116	16.1	19
S4	C112	117	17	20
S4	C112	118	NA	NA
S4	C112	119	13.8	19.5
S4	C112	120	14.6	18
S4	C113	91	13.8	16
S4	C113	92	12.7	20
S4	C113	93	15.9	17.5
S4	C113	94	14	19.5
S4	C113	95	12.3	18
S4	C113	96	14.2	16.5
S4	C113	97	7.3	NA
S4	C113	98	12.4	19
S4	C113	99	15.9	16.5
S4	C113	100	16.6	14.5
S4	C113	101	14.4	16.5
S4	C113	102	13.8	15.5
S4	C113	103	11.8	NA
S4	C113	104	12	19.5
S4	C113	105	10.7	14
S4	C113	106	12.7	15.5
S4	C113	107	10.4	20
S4	C113	108	9.1	21
S4	C113	109	15.1	16
S4	C113	110	14.1	17
S4	C113	111	11.8	16.5
S4	C113	112	13.8	18
S4	C113	113	10	18.5
S4	C113	114	11.6	16
S4	C113	115	6.1	20.5
S4	C113	116	15.2	15.5
S4	C113	117	10.8	20
S4	C113	118	12.9	19.5
S4	C113	119	15.5	17.5
S4	C113	120	15.3	16.5
S4	C114	91	15.02	19
S4	C114	92	NA	NA
S4	C114	93	19.1	15.5
S4	C114	94	11.68	NA
S4	C114	95	12.1	20
S4	C114	96	14.39	19
S4	C114	97	15.12	18.5
S4	C114	98	15.72	18
S4	C114	99	NA	NA
S4	C114	100	14.83	17.5
S4	C114	101	17.35	15
S4	C114	102	16.81	15.5
S4	C114	103	15.28	18
S4	C114	104	15.28	17
S4	C114	105	15.92	15
S4	C114	106	NA	NA
S4	C114	107	NA	NA
S4	C114	108	18.14	16
S4	C114	109	NA	NA
S4	C114	110	17.63	16
S4	C114	111	NA	NA
S4	C114	112	15.5	19
S4	C114	113	20.69	17.5
S4	C114	114	17.98	16.5
S4	C114	115	12.57	17.5
S4	C114	116	18.53	18.5
S4	C114	117	17.35	17
S4	C114	118	16.46	20.5
S4	C114	119	16.87	18.5
S4	C114	120	14.26	21.5
S4	C115	91	NA	NA
S4	C115	92	17.5	17
S4	C115	93	NA	NA
S4	C115	94	NA	NA
S4	C115	95	16.6	18
S4	C115	96	16.9	15
S4	C115	97	17.8	17.5
S4	C115	98	NA	NA
S4	C115	99	16.4	15
