env	gen	block	dbh	pil
S1	C001	1	12.8	15
S1	C001	2	12.2	15
S1	C001	3	11.2	15
S1	C001	4	13.1	9
S1	C001	5	13.6	13
S1	C001	6	NA	NA
S1	C001	7	14.3	14
S1	C001	8	13.8	15
S1	C001	9	NA	NA
S1	C001	10	9.5	15
S1	C001	11	11.4	12
S1	C001	12	NA	NA
S1	C001	13	13.7	13
S1	C001	14	15.9	8
S1	C001	15	NA	NA
S1	C001	16	14.5	11
S1	C001	17	15.9	10
S1	C001	18	10.3	13
S1	C001	19	8.9	13
S1	C001	20	11.2	14
S1	C001	21	16.1	11
S1	C001	22	12.7	13
S1	C001	23	12.3	11
S1	C001	24	11.9	16
S1	C001	25	12.9	11
S1	C001	26	12.5	15
S1	C001	27	11.8	14
S1	C001	28	16	12
S1	C001	29	NA	NA
S1	C001	30	9.7	12
S1	C002	1	17.2	18
S1	C002	2	15.6	18
S1	C002	3	15.5	14
S1	C002	4	NA	NA
S1	C002	5	15.3	19
S1	C002	6	14.3	18
S1	C002	7	14.5	17
S1	C002	8	16	14
S1	C002	9	14.8	17
S1	C002	10	15.9	17
S1	C002	11	16.4	13
S1	C002	12	16	13
S1	C002	13	18.1	15
S1	C002	14	11.7	13
S1	C002	15	13.9	15
S1	C002	16	15	14
S1	C002	17	15.6	14
S1	C002	18	NA	NA
S1	C002	19	15.3	17
S1	C002	20	17.2	14
S1	C002	21	14.6	17
S1	C002	22	13.4	18
S1	C002	23	16.2	17
S1	C002	24	16.9	19
S1	C002	25	14.5	19
S1	C002	26	17.3	17
S1	C002	27	16.2	18
S1	C002	28	18	16
S1	C002	29	16.6	19
S1	C002	30	16	18
S1	C003	1	12.9	15
S1	C003	2	13.2	13
S1	C003	3	13.3	14
S1	C003	4	14	17
S1	C003	5	15.4	15
S1	C003	6	16.2	13
S1	C003	7	13.7	16
S1	C003	8	16.8	15
S1	C003	9	NA	NA
S1	C003	10	15.1	15
S1	C003	11	9.5	13
S1	C003	12	NA	NA
S1	C003	13	16.5	12
S1	C003	14	15.7	10
S1	C003	15	15.3	12
S1	C003	16	15.5	12
S1	C003	17	14.3	14
S1	C003	18	14.5	14
S1	C003	19	NA	NA
S1	C003	20	NA	NA
S1	C003	21	NA	NA
S1	C003	22	15.9	13
S1	C003	23	14	17
S1	C003	24	NA	NA
S1	C003	25	NA	NA
S1	C003	26	14.6	15
S1	C003	27	15	16
S1	C003	28	15.5	12
S1	C003	29	16.6	14
S1	C003	30	16.6	15
S1	C004	1	15.2	17
S1	C004	2	13.2	16
S1	C004	3	11.3	13
S1	C004	4	14.6	14
S1	C004	5	NA	NA
S1	C004	6	13.8	13
S1	C004	7	7	14
S1	C004	8	15.4	14
S1	C004	9	14.3	14
S1	C004	10	12.1	15
S1	C004	11	NA	NA
S1	C004	12	NA	NA
S1	C004	13	NA	NA
S1	C004	14	16	9
S1	C004	15	NA	NA
S1	C004	16	14	15
S1	C004	17	15.4	12
S1	C004	18	NA	NA
S1	C004	19	NA	NA
S1	C004	20	15	13
S1	C004	21	17	13
S1	C004	22	15.4	14
S1	C004	23	NA	NA
S1	C004	24	16.1	14
S1	C004	25	4.6	17
S1	C004	26	NA	NA
S1	C004	27	15.7	14
S1	C004	28	15.8	12
S1	C004	29	11.8	16
S1	C004	30	NA	NA
S1	C005	1	10.9	18
S1	C005	2	17.3	17
S1	C005	3	NA	NA
S1	C005	4	NA	NA
S1	C005	5	13.7	15
S1	C005	6	10.1	14
S1	C005	7	15.3	17
S1	C005	8	14.4	17
S1	C005	9	13.7	15
S1	C005	10	13.7	12
S1	C005	11	17.2	9
S1	C005	12	14.7	11
S1	C005	13	15.7	10
S1	C005	14	15.3	10
S1	C005	15	17.3	11
S1	C005	16	17.1	14
S1	C005	17	14.9	13
S1	C005	18	NA	NA
S1	C005	19	15.4	15
S1	C005	20	16.7	15
S1	C005	21	14.8	12
S1	C005	22	14.4	16
S1	C005	23	16.3	13
S1	C005	24	11.7	15
S1	C005	25	16.2	16
S1	C005	26	16.9	16
S1	C005	27	15.9	13
S1	C005	28	15.1	13
S1	C005	29	14.8	16
S1	C005	30	13.3	16
S1	C006	1	13.6	21
S1	C006	2	16.3	14
S1	C006	3	13.3	16
S1	C006	4	14.2	17
S1	C006	5	12.4	18
S1	C006	6	11.7	13
S1	C006	7	NA	NA
S1	C006	8	11.5	16
S1	C006	9	11	16
S1	C006	10	13.3	14
S1	C006	11	12.8	12
S1	C006	12	NA	NA
S1	C006	13	12.7	11
S1	C006	14	12.7	14
S1	C006	15	10.6	17
S1	C006	16	13.2	12
S1	C006	17	12.1	13
S1	C006	18	13.7	15
S1	C006	19	11.9	14
S1	C006	20	12.6	15
S1	C006	21	15.6	15
S1	C006	22	NA	NA
S1	C006	23	12.7	14
S1	C006	24	10.2	17
S1	C006	25	12.9	18
S1	C006	26	NA	NA
S1	C006	27	NA	NA
S1	C006	28	11.3	18
S1	C006	29	12.6	20
S1	C006	30	13.3	18
S1	C007	1	13.05	19.5
S1	C007	2	5.79	17.5
S1	C007	3	10.03	13
S1	C007	4	13.53	18.5
S1	C007	5	13.85	17
S1	C007	6	NA	NA
S1	C007	7	13.31	18
S1	C007	8	NA	NA
S1	C007	9	12.73	18.5
S1	C007	10	NA	NA
S1	C007	11	12.73	19.5
S1	C007	12	13.85	15.5
S1	C007	13	16.36	15
S1	C007	14	12.48	20.5
S1	C007	15	13.94	15.5
S1	C007	16	9.68	18
S1	C007	17	NA	NA
S1	C007	18	11.94	19.5
S1	C007	19	12.25	21
S1	C007	20	11.46	17.5
S1	C007	21	15.22	18.5
S1	C007	22	NA	NA
S1	C007	23	14.61	16
S1	C007	24	NA	NA
S1	C007	25	11.65	15.5
S1	C007	26	13.69	17.5
S1	C007	27	15.28	17
S1	C007	28	NA	NA
S1	C007	29	12.16	18
S1	C007	30	12.86	18
S1	C008	1	11.62	16
S1	C008	2	9.55	16
S1	C008	3	11.84	16
S1	C008	4	10.35	16
S1	C008	5	14.01	18.5
S1	C008	6	14.07	18
S1	C008	7	11.52	17
S1	C008	8	7.48	14.5
S1	C008	9	11.62	15.5
S1	C008	10	NA	NA
S1	C008	11	NA	NA
S1	C008	12	13.15	15
S1	C008	13	14.32	16
S1	C008	14	10.5	15.5
S1	C008	15	9.99	16.5
S1	C008	16	7.07	14.5
S1	C008	17	14.39	18
S1	C008	18	13.43	16
S1	C008	19	7.16	13.5
S1	C008	20	13.53	18.5
S1	C008	21	13.18	15
S1	C008	22	12.67	14
S1	C008	23	11.65	13.5
S1	C008	24	NA	NA
S1	C008	25	12.73	14.5
S1	C008	26	9.33	15.5
S1	C008	27	13.05	17
S1	C008	28	14.67	14
S1	C008	29	12.8	14
S1	C008	30	NA	NA
S1	C009	1	13.6	22
S1	C009	2	15	20
S1	C009	3	12.7	21
S1	C009	4	15.9	17
S1	C009	5	16	19
S1	C009	6	12.2	16
S1	C009	7	NA	NA
S1	C009	8	NA	NA
S1	C009	9	NA	NA
S1	C009	10	16.1	19
S1	C009	11	NA	NA
S1	C009	12	11.5	14
S1	C009	13	15.3	15
S1	C009	14	14	14
S1	C009	15	NA	NA
S1	C009	16	11.6	19
S1	C009	17	12.8	17
S1	C009	18	16.1	18
S1	C009	19	NA	NA
S1	C009	20	11.9	19
S1	C009	21	NA	NA
S1	C009	22	NA	NA
S1	C009	23	16	18
S1	C009	24	12.4	22
S1	C009	25	11.7	20
S1	C009	26	NA	NA
S1	C009	27	NA	NA
S1	C009	28	16.5	19
S1	C009	29	14.5	21
S1	C009	30	16.6	17
S1	C010	1	15.18	17
S1	C010	2	16.23	14.5
S1	C010	3	15.06	17.5
S1	C010	4	15.41	19.5
S1	C010	5	14.64	18
S1	C010	6	14.77	17
S1	C010	7	14.2	19
S1	C010	8	14.64	17
S1	C010	9	14.45	18.5
S1	C010	10	16.33	16
S1	C010	11	16.49	16
S1	C010	12	15.44	19.5
S1	C010	13	16.23	17.5
S1	C010	14	17.19	18
S1	C010	15	15.63	16
S1	C010	16	17.35	18
S1	C010	17	16.49	18
S1	C010	18	15.22	16.5
S1	C010	19	18.3	16.5
S1	C010	20	13.05	19.5
S1	C010	21	18.14	17.5
S1	C010	22	NA	NA
S1	C010	23	17.79	18
S1	C010	24	15.92	16.5
S1	C010	25	12.57	17
S1	C010	26	15.6	19
S1	C010	27	16.74	16.5
S1	C010	28	15.53	18
S1	C010	29	18.84	13.5
S1	C010	30	14.87	16.5
S1	C011	1	14.87	18.5
S1	C011	2	15.98	17
S1	C011	3	17.95	17.5
S1	C011	4	15.72	16.5
S1	C011	5	15.72	17
S1	C011	6	15.22	18
S1	C011	7	17	15.5
S1	C011	8	14.01	18.5
S1	C011	9	NA	NA
S1	C011	10	NA	NA
S1	C011	11	17.79	16.5
S1	C011	12	12.67	17
S1	C011	13	NA	NA
S1	C011	14	18.49	17
S1	C011	15	17.35	19.5
S1	C011	16	15.28	16
S1	C011	17	14.29	11.5
S1	C011	18	16.14	18.5
S1	C011	19	16.39	21.5
S1	C011	20	12.8	22.5
S1	C011	21	4.93	20
S1	C011	22	16.23	17
S1	C011	23	18.62	16.5
S1	C011	24	17.63	15.5
S1	C011	25	14.23	19.5
S1	C011	26	14.16	16.5
S1	C011	27	11.62	22
S1	C011	28	14.55	20.5
S1	C011	29	15.79	17.5
S1	C011	30	18.08	15
S1	C012	1	NA	NA
S1	C012	2	15.5	16
S1	C012	3	14.6	15
S1	C012	4	NA	NA
S1	C012	5	14.2	16
S1	C012	6	11.1	15
S1	C012	7	NA	NA
S1	C012	8	16	15
S1	C012	9	NA	NA
S1	C012	10	15.8	13
S1	C012	11	NA	NA
S1	C012	12	NA	NA
S1	C012	13	NA	NA
S1	C012	14	NA	NA
S1	C012	15	12.7	15
S1	C012	16	NA	NA
S1	C012	17	NA	NA
S1	C012	18	9.4	16
S1	C012	19	13.1	16
S1	C012	20	9.4	18
S1	C012	21	NA	NA
S1	C012	22	11.6	17
S1	C012	23	13.7	15
S1	C012	24	NA	NA
S1	C012	25	13.1	17
S1	C012	26	NA	NA
S1	C012	27	NA	NA
S1	C012	28	10.3	13
S1	C012	29	NA	NA
S1	C012	30	12.3	15
S1	C013	1	14.58	16
S1	C013	2	12.73	17
S1	C013	3	12.35	16.5
S1	C013	4	14.23	16.5
S1	C013	5	14.01	17.5
S1	C013	6	13.69	19
S1	C013	7	14.01	16.5
S1	C013	8	14.77	17.5
S1	C013	9	15.37	16.5
S1	C013	10	15.44	17
S1	C013	11	12.29	18
S1	C013	12	12.73	14.5
S1	C013	13	16.71	17
S1	C013	14	8.91	15
S1	C013	15	16.71	16.5
S1	C013	16	10.92	16
S1	C013	17	14.77	19
S1	C013	18	13.75	18.5
S1	C013	19	14.13	18.5
S1	C013	20	16.55	17
S1	C013	21	15.41	15
S1	C013	22	15.85	14
S1	C013	23	14.48	16.5
S1	C013	24	14.96	14.5
S1	C013	25	16.04	15
S1	C013	26	16.65	15
S1	C013	27	15.28	17
S1	C013	28	11.01	19
S1	C013	29	13.27	18.5
S1	C014	1	10.5	17
S1	C014	2	11	15
S1	C014	3	13.2	16
S1	C014	4	NA	NA
S1	C014	5	9.2	15
S1	C014	6	13.9	16
S1	C014	7	12.4	15
S1	C014	8	15.1	15
S1	C014	9	10.7	17
S1	C014	10	10.6	13
S1	C014	11	NA	NA
S1	C014	12	12.5	13
S1	C014	13	11.7	14
S1	C014	14	14.1	11
S1	C014	15	8.2	10
S1	C014	16	10.9	13
S1	C014	17	11	12
S1	C014	18	12.3	15
S1	C014	19	14.2	15
S1	C014	20	14.3	16
S1	C014	21	13.1	16
S1	C014	22	12.7	15
S1	C014	23	10.7	13
S1	C014	24	13.4	16
S1	C014	25	12	16
S1	C014	26	11.9	18
S1	C014	27	13.6	16
S1	C014	28	13.9	17
S1	C014	29	13.4	15
S1	C014	30	10.3	15
S1	C015	1	NA	NA
S1	C015	2	10.8	19
S1	C015	3	13.9	14
S1	C015	4	9.5	13
S1	C015	5	10.6	16
S1	C015	6	15	13
S1	C015	7	NA	NA
S1	C015	8	10.2	14
S1	C015	9	12.5	15
S1	C015	10	NA	NA
S1	C015	11	15.1	10
S1	C015	12	NA	NA
S1	C015	13	NA	NA
S1	C015	14	13.8	13
S1	C015	15	16	11
S1	C015	16	NA	NA
S1	C015	17	14	12
S1	C015	18	15.7	10
S1	C015	19	NA	NA
S1	C015	20	NA	NA
S1	C015	21	14.7	14
S1	C015	22	14.3	14
S1	C015	23	15.6	10
S1	C015	24	NA	NA
S1	C015	25	10.3	16
S1	C015	26	11	17
S1	C015	27	13.4	15
S1	C015	28	10	16
S1	C015	29	12.1	13
S1	C015	30	NA	NA
S1	C016	1	12.7	20
S1	C016	2	15.2	14
S1	C016	3	15.3	15
S1	C016	4	12.7	20
S1	C016	5	14.8	11
S1	C016	6	13.4	18
S1	C016	7	14	17
S1	C016	8	NA	NA
S1	C016	9	NA	NA
S1	C016	10	14.3	16
S1	C016	11	15.2	14
S1	C016	12	14	13
S1	C016	13	15.3	11
S1	C016	14	16.4	10
S1	C016	15	13.7	17
S1	C016	16	14.7	14
S1	C016	17	14.5	14
S1	C016	18	15.3	14
S1	C016	19	NA	NA
S1	C016	20	17.5	15
S1	C016	21	17.5	14
S1	C016	22	8.1	16
S1	C016	23	NA	NA
S1	C016	24	11.7	18
S1	C016	25	NA	NA
S1	C016	26	9.8	21
S1	C016	27	16.5	15
S1	C016	28	10.3	16
S1	C016	29	13.8	17
S1	C016	30	13.8	20
S1	C017	1	15	22
S1	C017	2	15.8	20
S1	C017	3	13.9	20
S1	C017	4	12.9	16
S1	C017	5	15	20
S1	C017	6	13.7	21
S1	C017	7	15.6	20
S1	C017	8	14.7	16
S1	C017	9	13.2	21
S1	C017	10	11.7	18
S1	C017	11	NA	NA
S1	C017	12	15.9	13
S1	C017	13	17.7	13
S1	C017	14	17.6	12
S1	C017	15	12.4	15
S1	C017	16	NA	NA
S1	C017	17	14.5	14
S1	C017	18	13.3	15
S1	C017	19	17.6	14
S1	C017	20	15.9	20
S1	C017	21	14.8	19
S1	C017	22	15.8	19
S1	C017	23	12.2	18
S1	C017	24	13.7	20
S1	C017	25	15.8	20
S1	C017	26	16.1	19
S1	C017	27	15.1	20
S1	C017	28	15.4	17
S1	C017	29	16	18
S1	C017	30	16.2	20
S1	C018	1	15.82	17
S1	C018	2	14.64	18
S1	C018	3	12.64	18.5
S1	C018	4	14.55	15.5
S1	C018	5	15.34	16
S1	C018	6	16.62	18
S1	C018	7	15.98	17
S1	C018	8	15.69	18
S1	C018	9	14.8	17
S1	C018	10	16.07	17
S1	C018	11	NA	NA
S1	C018	12	NA	NA
S1	C018	13	16.23	17.5
S1	C018	14	16.39	18.5
S1	C018	15	13.62	20.5
S1	C018	16	15.09	17.5
S1	C018	17	14.96	19
S1	C018	18	15.22	18
S1	C018	19	14.77	19.5
S1	C018	20	15.98	18.5
S1	C019	1	12.41	22.5
S1	C019	2	15.34	20
S1	C019	3	14.55	22.5
S1	C019	4	13.69	22
S1	C019	5	11.36	20
S1	C019	6	14.9	20
S1	C019	7	16.3	21
S1	C019	8	13.37	22
S1	C019	9	15.02	21
S1	C019	10	16.2	19.5
S1	C019	11	8.09	21
S1	C019	12	15.34	20.5
S1	C019	13	16.36	20.5
S1	C019	14	14.07	22
S1	C019	15	16.62	20
S1	C019	16	6.37	20
S1	C019	17	NA	NA
S1	C019	18	15.98	22.5
S1	C019	19	14.01	20.5
S1	C019	20	16.3	21
S1	C019	21	NA	NA
S1	C019	22	15.72	14.5
S1	C019	23	14.26	18
S1	C019	24	15.76	18.5
S1	C019	25	NA	NA
S1	C019	26	13.37	21.5
S1	C019	27	13.31	23.5
S1	C019	28	14.13	21
S1	C019	29	NA	NA
S1	C019	30	14.58	19.5
S1	C020	1	15.4	24
S1	C020	2	13.2	23
S1	C020	3	15.6	17
S1	C020	4	13.4	23
S1	C020	5	13.6	21
S1	C020	6	15.5	18
S1	C020	7	12.8	21
S1	C020	8	13.9	21
S1	C020	9	16.4	18
S1	C020	10	9.3	19
S1	C020	11	16.4	19
S1	C020	12	11.1	18
S1	C020	13	16.8	14
S1	C020	14	17	14
S1	C020	15	16	13
S1	C020	16	14.6	16
S1	C020	17	6.9	14
S1	C020	18	NA	NA
S1	C020	19	NA	NA
S1	C020	20	NA	NA
S1	C020	21	15.4	18
S1	C020	22	14.1	20
S1	C020	23	16.8	18
S1	C020	24	14.4	20
S1	C020	25	14.4	21
S1	C020	26	16.5	20
S1	C020	27	NA	NA
S1	C020	28	18.1	15
S1	C020	29	14.7	19
S1	C020	30	14.8	17
S1	C021	1	14.2	18
S1	C021	2	16.9	16
S1	C021	3	19.1	14
S1	C021	4	15.1	16
S1	C021	5	16.2	15
S1	C021	6	13.4	17
S1	C021	7	NA	NA
S1	C021	8	15.9	18
S1	C021	9	16.8	15
S1	C021	10	15	16
S1	C021	11	17.9	13
S1	C021	12	NA	NA
S1	C021	13	15.6	13
S1	C021	14	15.3	13
S1	C021	15	13.1	13
S1	C021	16	NA	NA
S1	C021	17	14.2	14
S1	C021	18	18	15
S1	C021	19	13.2	16
S1	C021	20	14.6	15
S1	C021	21	NA	NA
S1	C021	22	16.8	16
S1	C021	23	17.2	16
S1	C021	24	16.8	14
S1	C021	25	14.8	17
S1	C021	26	17	17
S1	C021	27	15.8	16
S1	C021	28	NA	NA
S1	C021	29	11.3	17
S1	C021	30	11.5	20
S1	C022	1	13.5	16
S1	C022	2	15.2	18
S1	C022	3	13.2	17
S1	C022	4	13.8	12
S1	C022	5	10.5	17
S1	C022	6	7.4	15
S1	C022	7	16.4	14
S1	C022	8	13.1	17
S1	C022	9	11.5	15
S1	C022	10	9.4	17
S1	C022	11	NA	NA
S1	C022	12	NA	NA
S1	C022	13	NA	NA
S1	C022	14	15.8	10
S1	C022	15	NA	NA
S1	C022	16	13.2	15
S1	C022	17	NA	NA
S1	C022	18	16	13
S1	C022	19	8.6	14
S1	C022	20	NA	NA
S1	C022	21	14.5	16
S1	C022	22	15.7	12
S1	C022	23	NA	NA
S1	C022	24	13	13
S1	C022	25	16.7	14
S1	C022	26	11.9	17
S1	C022	27	15.1	18
S1	C022	28	10.3	18
S1	C022	29	14.3	14
S1	C022	30	13.1	18
S1	C023	1	NA	NA
S1	C023	2	16.14	20.5
S1	C023	3	16.49	23
S1	C023	4	16.81	21
S1	C023	5	15.66	23.5
S1	C023	6	17.03	23
S1	C023	7	16.9	22
S1	C023	8	NA	NA
S1	C023	9	17.51	21.5
S1	C023	10	15.92	22
S1	C023	11	14.64	21
S1	C023	12	16.93	20.5
S1	C023	13	16.49	22
S1	C023	14	12.06	22
S1	C023	15	16.93	21.5
S1	C023	16	NA	NA
S1	C023	17	15.82	22.5
S1	C023	18	15.02	23
S1	C023	19	NA	NA
S1	C023	20	11.59	18.5
S1	C023	21	NA	NA
S1	C023	22	16.42	21.5
S1	C023	23	11.55	21.5
S1	C023	24	16.55	21
S1	C023	25	11.94	22
S1	C023	26	14.8	23.5
S1	C023	27	14.83	24
S1	C023	28	16.2	24
S1	C023	29	16.87	21
S1	C023	30	17.41	21.5
S1	C024	1	16.77	16
S1	C024	2	14.55	16.5
S1	C024	3	15.92	15
S1	C024	4	15.18	16.5
S1	C024	5	17.03	18
S1	C024	6	16.04	16
S1	C024	7	18.59	15.5
S1	C024	8	17.38	16
S1	C024	9	17.35	13
S1	C024	10	11.33	17.5
S1	C024	11	19.35	15
S1	C024	12	14.36	18
S1	C024	13	17.73	17
S1	C024	14	17.67	15.5
S1	C024	15	14.55	18.5
S1	C024	16	15.92	17
S1	C024	17	17.35	14.5
S1	C024	18	14.71	17
S1	C024	19	16.81	16
S1	C024	20	11.24	18.5
S1	C024	21	18.84	15
S1	C024	22	16.04	15
S1	C024	23	NA	NA
S1	C024	24	13.05	14.5
S1	C024	25	12.25	16.5
S1	C024	26	15.95	16
S1	C024	27	15.37	18.5
S1	C024	28	17.67	16
S1	C024	29	14.93	17
S1	C024	30	14.48	17.5
S1	C025	1	17.19	14
S1	C025	2	7.32	13
S1	C025	3	16.17	16.5
S1	C025	4	8.5	15
S1	C025	5	NA	NA
S1	C025	6	16.04	15
S1	C025	7	16.23	17.5
S1	C025	8	15.44	21.5
S1	C025	9	15.5	15
S1	C025	10	15.82	15
S1	C025	11	NA	NA
S1	C025	12	16.55	16
S1	C025	13	15.28	16.5
S1	C025	14	14.48	14.5
S1	C025	15	16.65	17
S1	C025	16	NA	NA
S1	C025	17	15.88	15
S1	C025	18	NA	NA
S1	C025	19	10.66	15
S1	C025	20	16.17	15
S1	C025	21	13.81	16
S1	C025	22	14.8	13.5
S1	C025	23	16.39	15
S1	C025	24	17.19	13.5
S1	C025	25	4.84	14.5
S1	C025	26	14.9	14.5
S1	C025	27	16.68	16.5
S1	C025	28	16.33	17.5
S1	C025	29	NA	NA
S1	C025	30	16.33	12.5
S1	C026	1	NA	NA
S1	C026	2	14.8	17
S1	C026	3	13.94	18.5
S1	C026	4	13.37	21
S1	C026	5	12.89	19
S1	C026	6	NA	NA
S1	C026	7	17.67	17.5
S1	C026	8	9.33	16.5
S1	C026	9	14.64	20
S1	C026	10	11.78	16.5
S1	C026	11	14.74	18.5
S1	C026	12	16.14	17
S1	C026	13	13.85	18.5
S1	C026	14	NA	NA
S1	C026	15	15.09	20.5
S1	C026	16	NA	NA
S1	C026	17	13.62	13
S1	C026	18	NA	NA
S1	C026	19	13.31	21
S1	C026	20	18.21	15.5
S1	C026	21	NA	NA
S1	C026	22	16.71	16.5
S1	C026	23	NA	NA
S1	C026	24	11.78	16
S1	C026	25	16.71	14
S1	C026	26	15.02	19
S1	C026	27	15.12	18.5
S1	C026	28	14.26	19.5
S1	C026	29	NA	NA
S1	C026	30	14.8	18
S1	C027	1	15.92	15
S1	C027	2	13.69	20.5
S1	C027	3	15.12	16.5
S1	C027	4	17	22.5
S1	C027	5	15.66	22.5
S1	C027	6	17	19.5
S1	C027	7	16.87	19
S1	C027	8	18.53	18.5
S1	C027	9	17.54	17.5
S1	C027	10	17.28	20
S1	C027	11	14.77	22
S1	C027	12	17.19	20.5
S1	C027	13	18.08	20.5
S1	C027	14	15.47	16
S1	C027	15	16.33	23
S1	C027	16	11.01	20
S1	C027	17	17.19	20.5
S1	C027	18	15.85	20.5
S1	C027	19	16.77	20.5
S1	C027	20	18.05	19.5
S1	C027	21	17.73	18.5
S1	C027	22	16.23	19
S1	C027	23	NA	NA
S1	C027	24	17.19	17
S1	C027	25	16.17	17
S1	C027	26	16.04	19.5
S1	C027	27	13.72	21
S1	C027	28	17.06	19.5
S1	C027	29	17.57	17.5
S1	C027	30	14.77	18.5
S1	C028	1	13.75	17
S1	C028	2	12	17
S1	C028	3	13.5	16.5
S1	C028	4	15.6	16
S1	C028	5	NA	NA
S1	C028	6	8.98	17.5
S1	C028	7	17.03	16.5
S1	C028	8	NA	NA
S1	C028	9	14.83	15
S1	C028	10	15.28	16.5
S1	C028	11	17.19	15.5
S1	C028	12	12.8	16
S1	C028	13	15.79	15.5
S1	C028	14	14.16	16.5
S1	C028	15	15.98	16.5
S1	C028	16	13.88	15.5
S1	C028	17	16.01	15
S1	C028	18	8.28	18
S1	C028	19	15.92	17
S1	C028	20	11.46	17.5
S1	C028	21	14.13	16
S1	C028	22	15.28	15
S1	C028	23	14.26	15
S1	C028	24	14.58	13
S1	C028	25	13.56	18
S1	C028	26	11.65	14
S1	C028	27	13.5	17.5
S1	C028	28	15.41	15.5
S1	C028	29	12.67	16
S1	C028	30	12.1	15.5
S1	C029	1	14.3	22
S1	C029	2	NA	NA
S1	C029	3	15.1	18
S1	C029	4	10.2	18
S1	C029	5	13.7	17
S1	C029	6	14.1	17
S1	C029	7	NA	NA
S1	C029	8	14.6	17
S1	C029	9	12.2	20
S1	C029	10	12.1	16
S1	C029	11	14.7	14
S1	C029	12	7.3	18
S1	C029	13	17.6	12
S1	C029	14	9.7	18
S1	C029	15	11.6	13
S1	C029	16	17.3	15
S1	C029	17	17.3	13
S1	C029	18	16.6	14
S1	C029	19	NA	NA
S1	C029	20	13.1	17
S1	C029	21	16	15
S1	C029	22	15.9	17
S1	C029	23	17.4	16
S1	C029	24	NA	NA
S1	C029	25	16.1	16
S1	C029	26	NA	NA
S1	C029	27	15.2	19
S1	C029	28	NA	NA
S1	C029	29	11	13
S1	C029	30	12.7	19
S1	C030	1	12.7	21
S1	C030	2	12.5	18
S1	C030	3	12.3	20
S1	C030	4	15	16
S1	C030	5	13.6	18
S1	C030	6	11.1	17
S1	C030	7	12.2	17
S1	C030	8	16.5	16
S1	C030	9	NA	NA
S1	C030	10	12.5	18
S1	C030	11	12.5	17
S1	C030	12	15.7	16
S1	C030	13	14.5	14
S1	C030	14	NA	NA
S1	C030	15	17.2	11
S1	C030	16	NA	NA
S1	C030	17	14	14
S1	C030	18	NA	NA
S1	C030	19	15.2	16
S1	C030	20	NA	NA
S1	C030	21	NA	NA
S1	C030	22	12.6	18
S1	C030	23	13.1	16
S1	C030	24	NA	NA
S1	C030	25	12.5	17
S1	C030	26	15.6	16
S1	C030	27	13.3	17
S1	C030	28	14.2	17
S1	C030	29	11.1	17
S1	C030	30	17.3	18
S1	C031	1	10.5	21
S1	C031	2	14.8	23
S1	C031	3	13.1	19
S1	C031	4	10.8	17
S1	C031	5	NA	NA
S1	C031	6	15.6	21
S1	C031	7	10.6	16
S1	C031	8	NA	NA
S1	C031	9	10.1	20
S1	C031	10	NA	NA
S1	C031	11	12.5	14
S1	C031	12	NA	NA
S1	C031	13	14	15
S1	C031	14	11.8	16
S1	C031	15	NA	NA
S1	C031	16	10.9	17
S1	C031	17	12.2	14
S1	C031	18	12.2	16
S1	C031	19	12	19
S1	C031	20	13.9	15
S1	C031	21	10.4	17
S1	C031	22	12.7	19
S1	C031	23	17.3	15
S1	C031	24	12	20
S1	C031	25	9.7	23
S1	C031	26	11.2	20
S1	C031	27	14.2	16
S1	C031	28	NA	NA
S1	C031	29	9.7	11
S1	C031	30	13.5	21
S1	C032	1	16.6	21
S1	C032	2	NA	NA
S1	C032	3	8.9	17
S1	C032	4	18.4	17
S1	C032	5	15.5	19
S1	C032	6	16.5	17
S1	C032	7	12.5	20
S1	C032	8	NA	NA
S1	C032	9	17.2	17
S1	C032	10	16.5	19
S1	C032	11	15.4	16
S1	C032	12	13.4	14
S1	C032	13	17	15
S1	C032	14	NA	NA
S1	C032	15	13.7	17
S1	C032	16	20.4	12
S1	C032	17	16.7	14
S1	C032	18	17.5	15
S1	C032	19	16.5	18
S1	C032	20	12.7	17
S1	C032	21	8.3	17
S1	C032	22	16.1	18
S1	C032	23	16.1	19
S1	C032	24	13.7	18
S1	C032	25	11.7	18
S1	C032	26	18.7	18
S1	C032	27	9	16
S1	C032	28	12.2	16
S1	C032	29	16.3	18
S1	C032	30	18.2	19
S1	C033	1	15.9	26
S1	C033	2	14	22
S1	C033	3	13.4	23
S1	C033	4	12.9	19
S1	C033	5	13.7	23
S1	C033	6	15.3	21
S1	C033	7	14.7	23
S1	C033	8	NA	NA
S1	C033	9	13.4	23
S1	C033	10	14.8	22
S1	C033	11	12.4	23
S1	C033	12	15.9	15
S1	C033	13	15.2	17
S1	C033	14	13.4	15
S1	C033	15	16.3	14
S1	C033	16	17	20
S1	C033	17	13.1	20
S1	C033	18	15.2	20
S1	C033	19	14.1	21
S1	C033	20	12.6	17
S1	C033	21	13.8	21
S1	C033	22	15.3	20
S1	C033	23	15.1	21
S1	C033	24	13.5	23
S1	C033	25	15.4	19
S1	C033	26	12.6	25
S1	C033	27	14.3	23
S1	C033	28	15.9	20
S1	C033	29	14.4	21
S1	C033	30	13.1	22
S1	C034	1	5.6	18
S1	C034	2	11	19
S1	C034	3	9.1	17
S1	C034	4	15.7	17
